juego_id,fecha,visitante,local,estado,porcentaje_visitante,porcentaje_local,ops_visitante,ops_local,carreras_juego_visitante,carreras_juego_local,pitcher_visitante,pitcher_local,puntos_pitcher_visitante,puntos_pitcher_local,ventaja_pitcher,puntos_ofensiva_visitante,puntos_ofensiva_local,ventaja_ofensiva,forma_reciente_visitante,forma_reciente_local,puntos_forma_visitante,puntos_forma_local
823196,2026-07-24,Los Angeles Angels,San Francisco Giants,Scheduled,39.800000000000004,41.199999999999996,N/D,N/D,N/D,N/D,Grayson Rodriguez,Logan Webb,0,1,Logan Webb,0,0,Empate,0.4,0.4,0,0
